,authorId,id,reference,title,createdAt,publishedAt,updatedAt,trashed,trashedStatus,authorType,authorZipCode,QUXVlc3Rpb246MTYw - Quel est aujourd'hui pour vous le problème concret le plus important dans le domaine de l'environnement ?,QUXVlc3Rpb246MTYx - Que faudrait-il faire selon vous pour apporter des réponses à ce problème ?,QUXVlc3Rpb246MTQ2 - Diriez-vous que votre vie quotidienne est aujourd'hui touchée par le changement climatique ?,"QUXVlc3Rpb246MTQ3 - Si oui, de quelle manière votre vie quotidienne est-elle touchée par le changement climatique ?","QUXVlc3Rpb246MTQ4 - À titre personnel, pensez-vous pouvoir contribuer à protéger l'environnement ?","QUXVlc3Rpb246MTQ5 - Si oui, que faites-vous aujourd'hui pour protéger l'environnement et/ou que pourriez-vous faire ?","QUXVlc3Rpb246MTUw - Qu'est-ce qui pourrait vous inciter à changer vos comportements comme par exemple mieux entretenir et régler votre chauffage, modifier votre manière de conduire ou renoncer à prendre votre véhicule pour de très petites distances ?",QUXVlc3Rpb246MTUx - Quelles seraient pour vous les solutions les plus simples et les plus supportables sur un plan financier pour vous inciter à changer vos comportements ?,"QUXVlc3Rpb246MTUy - Par rapport à votre mode de chauffage actuel, pensez-vous qu'il existe des solutions alternatives plus écologiques ?","QUXVlc3Rpb246MTUz - Si oui, que faudrait-il faire pour vous convaincre ou vous aider à changer de mode de chauffage ?","QUXVlc3Rpb246MTU0 - Avez-vous pour vos déplacements quotidiens la possibilité de recourir à des solutions de mobilité alternatives à la voiture individuelle comme les transports en commun, le covoiturage, l'auto-partage, le transport à la demande, le vélo, etc. ?","QUXVlc3Rpb246MTU1 - Si oui, que faudrait-il faire pour vous convaincre ou vous aider à utiliser ces solutions alternatives ?","QUXVlc3Rpb246MjA3 - Si non, quelles sont les solutions de mobilité alternatives que vous souhaiteriez pouvoir utiliser ?",QUXVlc3Rpb246MTU3 - Et qui doit selon vous se charger de vous proposer ce type de solutions alternatives ?,QUXVlc3Rpb246MTU4 - Que pourrait faire la France pour faire partager ses choix en matière d'environnement au niveau européen et international ?,QUXVlc3Rpb246MTU5 - Y a-t-il d'autres points sur la transition écologique sur lesquels vous souhaiteriez vous exprimer ?,Region
22,VXNlcjo1MWIyZGUxMy0zYWI3LTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6YjY3YzBmYmMtM2FiOS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-92422,environnement : vaste projet pour des intérêts internationaux divergents,2019-02-27 19:01:31,2019-02-27 19:01:31,,False,,,20000, biodiversité disparition espèce, strict respect loi vigueur fort amender mobilisation international intérêt priver spéculatifs,Oui, inondation vent incendier,Oui, tri déchet économie eau, developpement transports public aider aménagement logement chauffage vitrage soumettre niveau revenir, aider financière publiques crédit impôt revenu transports public efficacité gestion déchet acteur chaîne collecte traitement,Oui, éligible aide financière publiques,Non,, transports commun|le covoiturage|l auto partage|le transport demande, transports public collectivité solution domaine priver obligation certitude, boycotter produit importer respecter valeur préservation environnement pouvoir efficace cadre engagement mondial, oui,Corse
23,VXNlcjo1MWQ0OWJiOC00MDU0LTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6ZjFmMDc5MGQtNDA1ZC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-111619,ENVIRONNEMENT,2019-03-06 23:19:44,2019-03-06 23:19:44,,False,,Citoyen / Citoyenne,20000, pollution air, fluidifier trafic favoriser davantage véhicule électriques,Non,,Oui, changer véhiculer,,,Non,,Je n'utilise pas la voiture pour des déplacements quotidiens,,,,, donner parole vrai acteur nature agriculteur chasseur,Corse
24,VXNlcjo1MzVjY2NhYi0yMDFkLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6OGEzODdiYTQtMjAyMy0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-19732,Ecologie et bien être animal,2019-01-24 23:01:02,2019-01-24 23:01:02,,False,,Citoyen / Citoyenne,20000,, gérer animal lier écologie thème absent thème choisir imposer gouvernement restrictifs agriculture végétale promouvoir antispécisme écologie essentielle,Oui,,Oui, cultiver jardin pesticide respecter monde animal terrain occuper chat errants stérilisation soin nourriture maire commune soutenir action financièrement niveau stérilisation convention signer mairie vétérinaire interdiction corrida interdiction gavage oie canard interdiction chasse comprendre chasse courre végétarien possible vivre viander poisson bouchers profession vivre souffrance animale pouvoir reconvertir arriver foi vie plutôt enrichir obligation devenir fonctionnaire arriver retraite fonctionnaire obligation devenir boucher arriver retraite boucher surconsommation médicament profiter grand laboratoire détruire santé citoyen oui aromathérapie traitement naturel ailleurs profession aromathérapeute devoir reconnaître france, meilleur priser charger financier gouvernement isolation habitation panneau solaire inclure meilleur organisation transports commun, question réellement sentir parer évider aide financière inciter changer comportement,Oui, aide financier conséquente prise charger partielle,Non, développer réseau transports corser développer, transports commun,, transport marchandise rail route,,Corse
25,VXNlcjo1NDRhNTNiZi0zZGJlLTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6ZDM4MWJkOTMtM2RiZi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-101228,Cohésion des acteurs économiques,2019-03-03 15:22:50,2019-03-03 15:22:50,,False,,Citoyen / Citoyenne,20000, pollution air, industrie automobile devoir innover matière technologie propulsion construire moteur thermique basse consommation faible émission  garantir achat grand monde,Non,,Non,,,,Non,,Non,, vélo,,,,Corse
26,VXNlcjo1NWFiOTRjOC0zNjJhLTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6NTI2YjA5MTAtMzYzNi0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-82109,plus de démocartie,2019-02-22 01:10:55,2019-02-22 01:10:55,,False,,,20000, biodiversité disparition espèce, formation individu vivre vivre produit procéder utiliser impact,Oui, hiver,Oui, regarder nature vouloir faire demain, signal prix produit procéder utiliser impact reussi tabac,,Non, professionnel margoulin,Non, remettre  service laon liquider voie ferrer, transports commun|le transport demande, opérateur raisonner terme service rendre aumone, acheter chinois user, convaincre homme maître nature progrès limite monde finir,Corse
27,VXNlcjo1NjE5NzFmMi0xZWVlLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6OTUyZTlhZWMtMWVmOS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-9155,Changements,2019-01-23 11:28:11,2019-01-23 11:28:11,,False,,,20000, biodiversité disparition espèce, faire vraiment respecter droit urbanisme maire forcément niveau adapter prendre mesure forte stopper imperméabilisation sol réduire étalement urbain notamment magasin pouvoir regrouper unique bâtiment étager plutôt étaler campagne,Non,,Oui, recycler déchet falloir faciliter geste citoyen végétarien falloir inciter citoyen manger viander poisson achat appartement dernier normer  devoir limiter besoin chauffage falloir revoir protection acheteur promoteur vouloir an retard délai livraison mettre situation compliquer travailler domaine agir faveur protection environnement idéal aimer posséder véhicule électrique trop compliquer trop cher,,,Non,,Non, avoir petit sûrement pouvoir utiliser vélo électrique falloir route correctement aménager risquer enfant voiture devenir essentielle, vélo, citoyen collectivité entreprise, respecter objectif fixer crédible exemplaire domaine ensuite dire monder faire, nécessaire arrêter penser économie seul prisme croissance falloir arrêter vouloir croissance possible monde finir avoir croissance rendre gens heureux ailleurs falloir également arrêter vouloir croissance démographique prix monder terrer impact environnementaux seulement falloir transformer façon vivre également agir stabilisation population échelle mondiale agir principalement éducation déploiement moyens contraception pays falloir atteinte environnement lourdement sanctionner démarche administratif judiciaires lier manquement simplifier efficaces,Corse
28,VXNlcjo1NjM5YWJjYy0zZWI3LTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6NzQ1OGUxZDAtM2VjMS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-106477,Trop de gâchis,2019-03-04 22:07:01,2019-03-04 22:07:01,,False,,Citoyen / Citoyenne,20000, biodiversité disparition espèce, respecter nature homme détruire planète détruire espèce,Non,,Oui, ramasser détritus gens jeter trop gaspiller propre manquer éducation école, demander chinois américain polluer usine arrêter prendre français vache lait prendre jambon, faire payer pays riche pauvre français,Non,,Non,, vivre campagne voiture indispensable trajet,, frai payer pays pollueur premier facile taper petit gens, voter politiquer taxer absurde faire payer pauvre vrai responsable industriel pays pollueur chiner état unir prendre courage minuter faire payer océan mourir espèce animales disparaître ets niveau franc aller régler niveau mondial grand puissance monder montrer exemple premier,Corse
29,VXNlcjo1ODAxZGQwYi0yMGU5LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MzVlMTllNTItMjBlYS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-23594,restons simples,2019-01-25 22:43:10,2019-01-25 22:43:10,,False,,Citoyen / Citoyenne,20000, pollution air, stop energie fossile tri strict,Oui, necesité etre attentif geste quotidien,Oui, tri selectif dechets, possibilité transports commun aider spour chauffage polluer, cotisation mensuelle fond commun adapter revenir,Non,,Non,, vélo, asociation citoyen, respecter propre engageemnt sengager vraie politiquer ecologique, amorcer depart nucléaire,Corse
30,VXNlcjo1ODY1ZWQzZS0zMzc0LTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6NTI1MDJjNDctMzM3Ni0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-74971,Stop aux lobbies et permettre le développement de toutes les bonnes idées !,2019-02-18 13:11:29,2019-02-18 13:11:29,,False,,,20000, biodiversité disparition espèce, stop pesticide fongicide stop déforestation stop pollution océan,Oui, savon proportion impacter manger aliment sains polluer bio,Oui, éplucher étiquette acheter correctement rouler électrique idéal maison isoler chauffage pompe chaleur,, permettre projet hydrogène émerger retirer frein innovation domaine falloir envoyer lobby rose,Non,,Non, véhiculer polluer, transports commun,, choix frileux tant lobby main miser état possible,,Corse
31,VXNlcjo1ODYyZjBiYS0yNDY3LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6ZTNlMTZiYjUtM2U2NS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-104211,Responsabiliser les citoyens au quotidien ici et maintenant,2019-03-04 11:11:34,2019-03-04 11:11:34,,False,,Citoyen / Citoyenne,20000, pollution air, bateau polluer aider économie circulaire suppression obsolescence programmer appareil ménagers agriculture respectueuse environnement,Oui, allergie devoir pollution période sécheresse longue importantes impact rayons solaire homme végétation,Oui, agriculture raisonner commercer proximité autosuffisance, création vraies bander cyclables parc vélo développer transports commun région maintenir aide isolation maison défavoriser, baisser taxe respecter règle tri déchet,Oui, accompagnement personnaliser service public,Non,, transports commun|le vélo, région département commune, état français devoir occuper priorité région rapport environnement faire basculer partie dépense sociale transition écologique, baisser production énergie nucléaire favoriser auto production électricité devoir passer edf baisser taxe facture edf,Corse
32,VXNlcjo1OGYwMmZiOS0yN2IxLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6Yjc2YmQxODctNDBkMS0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-112612,Une croissance maîtrisée et responsable,2019-03-07 13:08:28,2019-03-07 13:08:28,,False,,Citoyen / Citoyenne,20000, dérèglement climatiques croire sécheresse, contrôler taxation entreprise polluantes réglementation sanction entreprise accompagnement transition écologique,Non,,Oui, tri limitation utilisation énergie, aider passage utilisation énergie verte isolation changement voiturer diesel hybrider amélioration réseau transports commun, aider passage utilisation énergie verte isolation changement voiturer diesel hybrider amélioration réseau transports commun,Oui, isolation miser placer chauffer eau énergie solaire,Non,, transports commun|le covoiturage, commune département,,,Corse
33,VXNlcjo1YjgwMTY4Mi0xZTY3LTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6ZmYwYmM0MTctMWU2YS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-4810,énergies propres,2019-01-22 18:27:30,2019-01-22 18:27:30,,False,,Citoyen / Citoyenne,20000, pollution air eau douce mer, changer habitude tri sélectif abandon énergie polluantes,Oui, météo violer canicule pluie violer intempérie,Oui, eau chaude solaire tri sélectif faire changement véhiculer adapter besoin, chauffage boire habitat isoler véhiculer indispensable, favoriser électricité solaire particulier davantage borner recharger véhicule électriques,Non,,Non,,,, partager choix taxation automobile electricité nucléaire exister manque clarté perspective avenir empêcher fédérer europe, priorité développement énergie propre aller encontre beaucoup habitude aller demander patient pédagogie,Corse
34,VXNlcjo1YmUxNjliMy0yNjJkLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6ZTUxZjg2ZjAtMjdiOS0xMWU5LTk0ZDItZmExNjNlZWIxMWUx,2-47780,"Une Agence de Financement de la Transition et un Plan Hydrogène National ""H21""",2019-02-03 14:44:57,2019-02-03 14:44:57,2019-02-03 16:46:30,False,,Citoyen / Citoyenne,20000, dérèglement climatiques croire sécheresse, transition écologique devoir passer mise œuvre plan national hydrogéner état jouer rôle organisateur modernisateur préparer impulser coordonner politique aménagement territoire domaine faire transition hydrogène cause nationale électrique limite batterie production électricité énergie intermittent financement assurer création agence financement transition construire modèle kfw allemande porter gros partir investissement lier transition énergétique programme renforcement énergie renouvelables lier abandon nucléaire apporter soutien grand groupe réaliser projet accompagner développement pme assumer rôle chef filer capable mettre musiquer ensemble outil déployer cadre objectif commun domaine transition énergétique mobiliser source capital répondre besoin réorienter partie financement projet efficaces transition prioritairement axer énergie hydrogéner proposition concréter accélérer transition environnementale véhicule actuels disponible marché pouvoir ores faire  plein hydrogène  agencer subventionner fortement mise placer réseau national approvisionnement hydrogène station service actuelles pile combustible permettre terme remplacer énergie fossile énergie nucléaire maillage nouveau moyens production échelle village quartier entreprise edf pouvoir grâce centrale devenir premier producteur hydrogène électrolyser eau subventionner entreprise doter grouper électrogène alimenter hydrogéner,Oui, dérèglement total cycle saisonnier augmentation extrême vents violer inondation frequentes canicule répétitives,,,, solution concréter accessibles exemple remplacer vieille chaudière vieille voiturer développer courir terme site service public fr  démarche administratif accessibles pouvoir guider mairie besoin maison service aider fonction linéaire qf demandeur,Non,,Non,, subventionner significativement véhicule hydrogéner particulier professionnel boire train, etat devoir subventionner significativement transports public terrestres locaux doter véhiculer hydrogéner uniquement avantager constitution réseau station idoine région étudier maintien gare ferroviaires regard solution précédente région train hydrogéner exister département subventionner solution co voiturage valider mairie concerner, entreprise pénaliser rapport concurrent étranger accorder donner conseil européen commission européen mandat exclusif  an négociation intra européen international possibilité veto post décisionnel partir membre union, garantir scientifiquement choix devon faire égard biodiversité journée débattre devoir consacrer assemblée nationale sénat concerner avis conseil scientifique patrimoine naturel biodiversité obligation voter loi cadrer mise œuvre recommandation exposer solution chauffer nourrir chauffage apporter niveau départemental assistance technique financier dossier recommandation mairie critère établir département tenir compter spécificité climatiques locale alimentation favoriser financièrement besoin circuit courir dossier niveau mairie financement décision niveau départemental,Corse
35,VXNlcjo1ZGRmYzNhZi00MGM3LTExZTktYmY1Ni1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6MDFjMGU1ZjUtNDBjZC0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-112542,Biodiverdité,2019-03-07 12:34:45,2019-03-07 12:34:45,,False,,Citoyen / Citoyenne,20000, biodiversité disparition espèce, supprimer immédiatement produit phytosanitaires nocifs glyphosate dérivé,Oui, orage tempêter vents violer,Oui, tri sélectif, industriel pollueur premier faire effort nécessaire respect norme sanitaire interdiction suremballages agro alimentaire utilisation accroître matériau recycler arrêt pillage systématique ressource planétaire consortium scrupule,,Oui, aider financier substantielle,Non,, transports commun, collectivité charger transports,, tri sélectif,Corse
36,VXNlcjo1ZTE5ZGUzMi0yMjcwLTExZTktOTRkMi1mYTE2M2VlYjExZTE=,UHJvcG9zYWw6Yjc3OGJkZDctMzA0Ni0xMWU5LWJmNTYtZmExNjNlZWIxMWUx,2-68327,POLLUTION DES VÉHICULES,2019-02-14 11:53:09,2019-02-14 11:53:09,,False,,Citoyen / Citoyenne,20000, pollution air, remplacement moteur diesel moteur essence remplacer véhicule ensemble,Non,,Oui, circuler saison moto temps circulation raccourcir grâce, longtemps aider état merci, aide entretien véhicule lieu pousser casse contrôle technique destructeur produire,Non,,Je n'utilise pas la voiture pour des déplacements quotidiens,, transports commun|le covoiturage|l auto partage|le transport demande|le vélo, état pouvoir organiser lieu former cadre former etat viser réussir vie professionnel favoriser secteur priver refaire carrière, commencer réellement entrer transition écologique lieu enferrer nucléaire freiner essor production solaire jusqu jour exemple, production solaire autoconsommation devoir libérer décentralisation production électrique devoir réelle individualiser pouvoir falloir encourager éduquer citoyen consommer,Corse
