Case #1
48 15
23 48
44 23
22 44
42 22
24 42
40 24
24 40
39 24
24 39
38 24
26 38
47 26
21 47
45 21
19 45
45 19
21 45
44 21
19 44
44 19
19 44
44 19
17 44
44 17
17 44
44 17
23 44
43 23
23 43
39 23
25 39
41 25
22 41
42 22
21 42
40 21
22 40
39 22
23 39
43 23
17 43
45 17
16 45
45 16
16 45
46 16
20 46
41 20
20 41
47 20
15 47
50 15
13 50
50 13
14 50
47 14
15 47
45 15
15 45
44 15
14 44
44 14
18 44
42 18
17 42
43 17
19 43
41 19
19 41
41 19
17 41
41 17
14 41
49 14
12 49
49 12
12 49
50 12
8 50
50 8
11 50
49 11
13 49
47 13
11 47
46 11
11 46
46 11
12 46
45 12
11 45
48 11
6 48
48 6
8 48
47 8
6 47
48 6
7 48
50 7
9 50
45 9
11 45
41 11
20 41
40 20
19 40
40 19
21 40
39 21
25 39
35 25
30 35
37 30
26 37
37 26
23 37
37 23
24 37
35 24
27 35
34 27
30 34
29 30
36 29
23 36
35 23
24 35
38 24
20 38
39 20
33 39
27 33
34 27
23 34
36 23
22 36
37 22
20 37
39 20
21 39
35 21
22 35
34 22
22 34
34 22
20 34
39 20
19 39
39 19
17 39
39 17
17 39
39 17
19 39
38 19
18 38
40 18
16 40
42 16
15 42
40 15
15 40
39 15
17 39
38 17
19 38
34 19
20 34
36 20
26 36
31 26
28 31
32 28
25 32
31 25
26 31
30 26
29 30
26 29
30 26
25 30
32 25
27 32
33 27
23 33
33 23
19 33
36 19
17 36
36 17
17 36
43 17
12 43
43 12
8 43
45 8
9 45
49 9
4 49
50 4
3 50
50 3
1 50
50 1
5 50
48 5
4 48
49 4
2 49
49 2
3 49
45 3
4 45
48 4
5 48
46 5
13 46
42 13
8 42
42 8
10 42
41 10
13 41
40 13
13 40
39 13
15 39
34 15
20 34
35 20
21 35
32 21
17 32
38 17
18 38
35 18
24 35
30 24
23 30
30 23
22 30
30 22
28 30
25 28
28 25
24 28
27 24
23 27
26 23
24 26
28 24
22 28
30 22
21 30
28 21
21 28
26 21
21 26
31 21
19 31
37 19
13 37
39 13
16 39
38 16
12 38
37 12
10 37
38 10
16 38
36 16
13 36
36 13
10 36
36 10
10 36
40 10
11 40
39 11
9 39
39 9
9 39
44 9
5 44
44 5
4 44
44 4
3 44
46 3
1 46
44 1
1 44
46 1
2 46
45 2
2 45
47 2
7 47
42 7
8 42
39 8
9 39
37 9
8 37
37 8
8 37
43 8
6 43
42 6
6 42
41 6
5 41
40 5
5 40
37 5
9 37
36 9
9 36
36 9
5 36
43 5
4 43
43 4
3 43
40 3
7 40
39 7
6 39
39 6
14 39
34 14
16 34
33 16
15 33
33 15
15 33
35 15
13 35
32 13
20 32
26 20
24 26
24 24
21 24
24 21
20 24
27 20
25 27
25 25
25 25
23 25
25 23
22 25
23 22
22 23
23 22
21 23
23 21
20 23
30 20
17 30
31 17
15 31
31 15
13 31
34 13
12 34
35 12
10 35
38 10
11 38
34 11
14 34
30 14
13 30
31 13
19 31
28 19
18 28
27 18
19 27
23 19
19 23
22 19
19 22
24 19
18 24
24 18
18 24
23 18
20 23
20 20
21 20
19 21
20 19
18 20
20 18
18 20
25 18
17 25
28 17
15 28
24 15
17 24
23 17
17 23
29 17
14 29
33 14
11 33
34 11
12 34
31 12
10 31
29 10
10 29
33 10
9 33
33 9
11 33
30 11
13 30
28 13
14 28
27 14
12 27
28 12
10 28
35 10
8 35
34 8
8 34
33 8
9 33
32 9
9 32
38 9
7 38
35 7
6 35
42 6
4 42
42 4
4 42
41 4
2 41
43 2
1 43
41 1
4 41
39 4
3 39
40 3
1 40
39 1
3 39
37 3
4 37
33 4
4 33
33 4
7 33
31 7
9 31
30 9
9 30
28 9
7 28
30 7
8 30
27 8
7 27
31 7
4 31
34 4
6 34
30 6
4 30
27 4
4 27
36 4
3 36
31 3
3 31
34 3
5 34
38 5
2 38
31 2
16 31
22 16
17 22
21 17
17 21
21 17
14 21
23 14
12 23
23 12
13 23
22 13
13 22
22 13
11 22
23 11
15 23
20 15
18 20
19 18
18 19
17 18
17 17
15 17
17 15
19 17
16 19
16 16
15 16
19 15
13 19
18 13
14 18
25 14
9 25
25 9
8 25
25 8
7 25
25 7
9 25
23 9
9 23
23 9
12 23
20 12
12 20
19 12
12 19
18 12
14 18
17 14
12 17
17 12
26 17
4 26
27 4
6 27
29 6
3 29
29 3
2 29
35 2
1 35
31 1
1 31
31 1
5 31
28 5
3 28
27 3
2 27
28 2
1 28
28 1
10 28
20 10
9 20
20 9
10 20
17 10
12 17
21 12
11 21
24 11
5 24
24 5
8 24
22 8
8 22
23 8
7 23
23 7
5 23
23 5
5 23
22 5
6 22
25 6
3 25
26 3
2 26
25 2
4 25
20 4
4 20
20 4
8 20
21 8
11 21
16 11
13 16
15 13
11 15
16 11
10 16
19 10
9 19
17 9
8 17
16 8
14 16
11 14
15 11
8 15
15 8
8 15
19 8
4 19
22 4
3 22
24 3
2 24
23 2
2 23
22 2
7 22
16 7
7 16
14 7
7 14
16 7
10 16
13 10
10 13
13 10
12 13
11 12
12 11
11 12
11 11
10 11
12 10
18 12
4 18
21 4
2 21
22 2
3 22
19 3
2 19
18 2
2 18
19 2
3 19
20 3
6 20
17 6
6 17
17 6
6 17
14 6
6 14
16 6
4 16
16 4
4 16
17 4
2 17
20 2
5 20
14 5
2 14
22 2
1 22
21 1
1 21
14 1
2 14
16 2
9 16
13 9
5 13
15 5
8 15
11 8
8 11
11 8
8 11
11 8
9 11
10 9
8 10
9 8
8 9
8 8
12 8
6 12
12 6
4 12
12 4
4 12
12 4
1 12
9 1
1 9
12 1
7 12
11 7
4 11
15 4
3 15
13 3
3 13
11 3
7 11
10 7
6 10
7 6
8 7
5 8
8 5
5 8
6 5
5 6
5 5
8 5
4 8
6 4
4 6
5 4
10 5
3 10
6 3
3 6
7 3
2 7
6 2
3 6
5 3
3 5
5 3
3 5
3 3
2 3
2 2
8 2
1 8
8 1
1 8
1 1
10 1

Case #72
some beads may be lost

Case #73
some beads may be lost

Case #74
some beads may be lost

Case #75
some beads may be lost

Case #76
35 25
41 35
33 41
43 33
44 43
42 44
32 42
50 32
37 50
50 37
38 50
47 38
37 47
44 37
36 44
37 36
36 37
36 36
37 36
32 37
43 32
38 43
35 38
34 35
44 34
46 44
27 46
47 27
28 47
50 28
30 50
49 30
20 49
47 20
20 47
46 20
28 46
44 28
30 44
37 30
27 37
35 27
30 35
36 30
33 36
32 33
34 32
28 34
32 28
39 32
23 39
44 23
16 44
35 16
45 35
40 45
48 40
48 48
24 48
37 24
20 37
39 20
31 39
30 31
30 30
36 30
24 36
30 24
26 30
34 26
21 34
34 21
40 34
22 40
36 22
20 36
37 20
29 37
25 29
31 25
22 31
48 22
6 48
36 6
18 36
29 18
27 29
25 27
32 25
43 32
19 43
37 19
12 37
37 12
17 37
32 17
19 32
30 19
16 30
29 16
24 29
38 24
10 38
29 10
19 29
27 19
9 27
30 9
26 30
26 26
33 26
20 33
47 20
2 47
46 2
8 46
27 8
25 27
28 25
24 28
25 24
19 25
24 19
19 24
25 19
26 25
42 26
2 42
34 2
12 34
43 12
14 43
14 14
35 14
15 35
49 15
3 49
44 3
1 44
37 1
13 37
22 13
20 22
16 20
20 16
13 20
25 13
18 25
40 18
11 40
33 11
15 33
9 15
29 9
12 29
8 12
18 8
13 18
32 13
11 32
23 11
11 23
24 11
3 24
12 3
3 12
8 3
15 8
17 15
13 17
14 13
50 14
7 50
33 7
2 33
48 2
5 48
30 5
6 30
32 6
21 32
2 21
18 2
11 18
13 11
31 13
7 31
50 7
4 50
31 4
7 31
9 7
20 9
6 20
6 6
29 6
5 29
29 5
5 29
32 5
1 32
18 1
5 18
5 5
6 5
22 6
26 22
4 26
5 4
13 5
2 13
25 2

Case #77
some beads may be lost

Case #78
some beads may be lost

Case #79
some beads may be lost

Case #80
some beads may be lost

Case #81
49 37
49 49
48 49
50 48
48 50
48 48
48 48
46 48
49 46
45 49
48 45
50 48
41 50
50 41
44 50
48 44
42 48
48 42
46 48
47 46
42 47
49 42
43 49
44 43
45 44
46 45
42 46
45 42
42 45
49 42
41 49
48 41
39 48
49 39
32 49
50 32
40 50
45 40
40 45
44 40
43 44
43 43
40 43
47 40
36 47
47 36
38 47
45 38
42 45
40 42
44 40
38 44
48 38
37 48
48 37
35 48
47 35
37 47
44 37
41 44
46 41
32 46
48 32
34 48
47 34
35 47
45 35
34 45
45 34
30 45
45 30
30 45
48 30
39 48
42 39
41 42
41 41
39 41
39 39
43 39
34 43
44 34
36 44
41 36
35 41
41 35
37 41
42 37
38 42
39 38
36 39
40 36
35 40
39 35
34 39
43 34
32 43
41 32
32 41
44 32
33 44
38 33
33 38
47 33
31 47
49 31
29 49
48 29
29 48
47 29
29 47
46 29
26 46
46 26
29 46
44 29
29 44
49 29
19 49
48 19
25 48
44 25
27 44
45 27
23 45
45 23
31 45
43 31
29 43
50 29
24 50
46 24
22 46
46 22
28 46
43 28
27 43
43 27
29 43
40 29
25 40
40 25
37 40
36 37
37 36
35 37
37 35
34 37
36 34
33 36
38 33
32 38
41 32
30 41
41 30
31 41
38 31
32 38
37 32
32 37
32 32
37 32
31 37
36 31
34 36
39 34
30 39
34 30
33 34
30 33
32 30
30 32
39 30
28 39
34 28
42 34
27 42
41 27
27 41
39 27
26 39
37 26
29 37
33 29
28 33
47 28
15 47
49 15
20 49
50 20
18 50
44 18
15 44
48 15
11 48
48 11
13 48
49 13
14 49
47 14
11 47
47 11
10 47
48 10
20 48
41 20
20 41
42 20
24 42
39 24
24 39
39 24
23 39
38 23
27 38
36 27
24 36
36 24
31 36
35 31
31 35
31 31
30 31
31 30
29 31
29 29
32 29
28 32
35 28
27 35
34 27
27 34
33 27
26 33
34 26
25 34
37 25
23 37
36 23
22 36
35 22
22 35
35 22
24 35
33 24
26 33
31 26
25 31
34 25
23 34
32 23
24 32
31 24
27 31
29 27
27 29
30 27
22 30
32 22
23 32
28 23
23 28
28 23
22 28
43 22
18 43
41 18
18 41
45 18
13 45
45 13
17 45
43 17
15 43
40 15
18 40
39 18
18 39
42 18
16 42
38 16
17 38
39 17
20 39
36 20
16 36
39 16
15 39
37 15
15 37
43 15
13 43
45 13
14 45
42 14
14 42
44 14
19 44
32 19
19 32
32 19
20 32
35 20
17 35
50 17
12 50
49 12
8 49
48 8
8 48
47 8
12 47
43 12
13 43
42 13
13 42
44 13
11 44
45 11
21 45
46 21
10 46
44 10
8 44
44 8
10 44
43 10
8 43
49 8
7 49
47 7
4 47
49 4
5 49
48 5
3 48
47 3
3 47
48 3
5 48
50 5
2 50
47 2
5 47
45 5
6 45
43 6
3 43
43 3
12 43
39 12
12 39
42 12
9 42
39 9
18 39
34 18
16 34
35 16
15 35
40 15
13 40
38 13
12 38
37 12
13 37
35 13
14 35
34 14
16 34
41 16
10 41
41 10
10 41
41 10
6 41
38 6
6 38
46 6
1 46
43 1
5 43
38 5
6 38
41 6
3 41
41 3
4 41
45 4
2 45
44 2
2 44
41 2
11 41
37 11
11 37
40 11
10 40
37 10
12 37
35 12
10 35
34 10
18 34
32 18
17 32
33 17
21 33
29 21
20 29
30 20
19 30
31 19
18 31
29 18
20 29
27 20
18 27
30 18
17 30
31 17
15 31
31 15
14 31
36 14
9 36
34 9
9 34
37 9
7 37
36 7
6 36
37 6
5 37
31 5
16 31
30 16
19 30
26 19
18 26
29 18
25 29
21 25
28 21
16 28
29 16
15 29
27 15
15 27
32 15
12 32
30 12
10 30
30 10
17 30
26 17
15 26
28 15
14 28
24 14
18 24
22 18
17 22
22 17
14 22
27 14
23 27
15 23
26 15
20 26
20 20
19 20
21 19
18 21
25 18
16 25
21 16
17 21
19 17
15 19
19 15
18 19
17 18
17 17
15 17
29 15
10 29
32 10
9 32
35 9
8 35
30 8
8 30
32 8
13 32
28 13
13 28
27 13
12 27
26 12
11 26
24 11
13 24
19 13
16 19
20 16
14 20
18 14
14 18
18 14
14 18
18 14
16 18
13 16
18 13
14 18
33 14
6 33
35 6
7 35
39 7
3 39
38 3
3 38
36 3
4 36
35 4
3 35
35 3
3 35
33 3
3 33
33 3
7 33
32 7
6 32
32 6
7 32
29 7
6 29
40 6
2 40
30 2
5 30
29 5
8 29
27 8
8 27
27 8
3 27
31 3
9 31
28 9
5 28
28 5
10 28
24 10
3 24
27 3
2 27
40 2
1 40
35 1
1 35
32 1
1 32
31 1
1 31
29 1
7 29
34 7
4 34
34 4
4 34
28 4
4 28
28 4
6 28
26 6
9 26
22 9
4 22
26 4
1 26
26 1
8 26
23 8
10 23
25 10
12 25
19 12
10 19
18 10
14 18
17 14
15 17
13 15
16 13
12 16
15 12
12 15
15 12
13 15
17 13
10 17
17 10
14 17
13 14
21 13
3 21
22 3
8 22
19 8
9 19
18 9
8 18
16 8
8 16
25 8
7 25
19 7
7 19
18 7
7 18
16 7
10 16
15 10
8 15
23 8
2 23
21 2
11 21
14 11
13 14
12 13
13 12
20 13
5 20
20 5
5 20
16 5
5 16
25 5
1 25
21 1
3 21
20 3
2 20
18 2
4 18
17 4
1 17
17 1
3 17
16 3
9 16
13 9
12 13
12 12
7 12
15 7
5 15
15 5
2 15
19 2
6 19
12 6
9 12
14 9
10 14
9 10
14 9
8 14
13 8
11 13
5 11
14 5
4 14
12 4
6 12
13 6
3 13
9 3
5 9
10 5
8 10
3 8
14 3
2 14
12 2
7 12
3 7
16 3
1 16
12 1
2 12
11 2
4 11
10 4
2 10
9 2
2 9
8 2
5 8
2 5
7 2
1 7
10 1
6 10
3 6
6 3
4 6
3 4
3 3
3 3
1 3
37 1

Case #82
some beads may be lost

Case #83
some beads may be lost

Case #84
some beads may be lost

Case #85
some beads may be lost

Case #86
some beads may be lost

Case #87
some beads may be lost

Case #88
42 24
25 42
42 25
5 42
6 5
16 6
31 16
29 31
13 29
19 13
34 19
18 34
19 18
45 19
30 45
3 30
13 3
1 13
42 1
24 42
24 24

Case #89
34 46
50 34
41 50
50 41
39 50
45 39
38 45
43 38
39 43
50 39
42 50
39 42
49 39
41 49
38 41
44 38
40 44
48 40
28 48
48 28
36 48
50 36
33 50
43 33
35 43
42 35
36 42
44 36
31 44
42 31
32 42
38 32
39 38
37 39
28 37
49 28
26 49
50 26
25 50
48 25
24 48
43 24
22 43
50 22
30 50
46 30
34 46
40 34
36 40
41 36
33 41
35 33
36 35
28 36
39 28
26 39
46 26
27 46
44 27
27 44
44 27
19 44
48 19
23 48
41 23
19 41
50 19
18 50
44 18
29 44
38 29
32 38
33 32
40 33
23 40
46 23
16 46
50 16
14 50
50 14
13 50
50 13
15 50
44 15
30 44
42 30
30 42
35 30
28 35
38 28
20 38
43 20
27 43
45 27
25 45
45 25
16 45
43 16
15 43
45 15
12 45
49 12
13 49
43 13
16 43
48 16
17 48
41 17
16 41
40 16
12 40
50 12
7 50
38 7
34 38
29 34
32 29
26 32
32 26
23 32
36 23
25 36
35 25
28 35
33 28
30 33
28 30
34 28
27 34
30 27
25 30
42 25
18 42
39 18
16 39
46 16
9 46
46 9
11 46
43 11
11 43
42 11
22 42
35 22
16 35
30 16
28 30
29 28
21 29
37 21
12 37
44 12
14 44
41 14
11 41
48 11
5 48
45 5
8 45
43 8
10 43
44 10
5 44
38 5
11 38
42 11
15 42
35 15
19 35
29 19
22 29
34 22
10 34
34 10
24 34
25 24
31 25
26 31
28 26
20 28
24 20
25 24
22 25
36 22
14 36
35 14
18 35
33 18
15 33
30 15
12 30
29 12
10 29
36 10
13 36
39 13
9 39
37 9
7 37
37 7
11 37
33 11
13 33
32 13
9 32
33 9
6 33
29 6
9 29
34 9
14 34
26 14
23 26
19 23
25 19
18 25
31 18
3 31
29 3
11 29
35 11
5 35
34 5
17 34
25 17
16 25
24 16
11 24
27 11
9 27
22 9
9 22
24 9
16 24
28 16
21 28
14 21
21 14
16 21
14 16
26 14
15 26
14 15
25 14
13 25
26 13
3 26
37 3
7 37
25 7
12 25
40 12
4 40
28 4
5 28
25 5
6 25
22 6
18 22
18 18
5 18
25 5
10 25
19 10
9 19
17 9
5 17
21 5
11 21
13 11
14 13
12 14
11 12
15 11
10 15
15 10
10 15
13 10
9 13
14 9
4 14
11 4
47 11
2 47
36 2
1 36
31 1
8 31
13 8
23 13
20 23
7 20
16 7
7 16
10 7
9 10
7 9
7 7
9 7
30 9
1 30
25 1
3 25
32 3
2 32
12 2
6 12
6 6
15 6
5 15
2 5
21 2
3 21
2 3
7 2
4 7
1 4
2 1
46 2

Case #90
49 31
48 49
49 48
47 49
50 47
50 50
46 50
50 46
44 50
50 44
47 50
47 47
49 47
48 49
48 48
45 48
49 45
46 49
46 46
46 46
45 46
45 45
45 45
37 45
45 37
49 45
42 49
50 42
43 50
48 43
43 48
47 43
40 47
47 40
42 47
50 42
41 50
49 41
39 49
47 39
42 47
46 42
39 46
47 39
40 47
50 40
38 50
49 38
36 49
45 36
39 45
46 39
41 46
43 41
48 43
44 48
39 44
42 39
41 42
41 41
39 41
41 39
39 41
42 39
40 42
48 40
34 48
47 34
34 47
49 34
35 49
45 35
34 45
50 34
29 50
49 29
27 49
49 27
32 49
45 32
33 45
48 33
31 48
44 31
37 44
39 37
40 39
43 40
35 43
43 35
36 43
42 36
35 42
42 35
34 42
43 34
32 43
42 32
31 42
42 31
31 42
42 31
31 42
44 31
27 44
48 27
24 48
47 24
28 47
50 28
25 50
49 25
30 49
45 30
38 45
40 38
36 40
39 36
36 39
41 36
35 41
40 35
32 40
39 32
35 39
46 35
22 46
46 22
21 46
46 21
25 46
49 25
26 49
44 26
30 44
45 30
28 45
42 28
28 42
42 28
33 42
38 33
32 38
40 32
31 40
40 31
29 40
41 29
28 41
39 28
29 39
40 29
27 40
42 27
26 42
42 26
26 42
42 26
26 42
41 26
30 41
37 30
26 37
37 26
31 37
38 31
27 38
43 27
25 43
41 25
25 41
45 25
24 45
47 24
23 47
49 23
20 49
49 20
18 49
48 18
20 48
47 20
19 47
47 19
18 47
46 18
18 46
47 18
16 47
44 16
21 44
42 21
21 42
45 21
24 45
43 24
19 43
45 19
20 45
50 20
14 50
49 14
17 49
48 17
15 48
47 15
14 47
49 14
12 49
50 12
11 50
50 11
10 50
49 10
13 49
47 13
15 47
45 15
23 45
41 23
24 41
37 24
25 37
40 25
34 40
35 34
34 35
36 34
29 36
36 29
30 36
35 30
26 35
35 26
31 35
33 31
27 33
36 27
23 36
41 23
19 41
43 19
20 43
39 20
19 39
41 19
17 41
41 17
18 41
43 18
22 43
40 22
21 40
36 21
25 36
34 25
26 34
33 26
32 33
31 32
32 31
31 32
29 31
32 29
30 32
27 30
31 27
29 31
32 29
24 32
35 24
23 35
38 23
22 38
35 22
20 35
38 20
19 38
40 19
17 40
40 17
18 40
35 18
18 35
39 18
17 39
46 17
14 46
45 14
12 45
46 12
13 46
48 13
9 48
46 9
10 46
49 10
11 49
45 11
11 45
44 11
15 44
43 15
16 43
41 16
15 41
43 15
14 43
42 14
13 42
41 13
14 41
43 14
12 43
43 12
12 43
42 12
9 42
43 9
11 43
40 11
11 40
41 11
9 41
43 9
10 43
50 10
6 50
50 6
7 50
49 7
6 49
50 6
8 50
48 8
7 48
47 7
6 47
48 6
5 48
48 5
4 48
47 4
7 47
46 7
6 46
45 6
2 45
44 2
6 44
41 6
10 41
40 10
8 40
40 8
16 40
38 16
19 38
36 19
21 36
33 21
21 33
37 21
17 37
36 17
17 36
34 17
18 34
33 18
25 33
31 25
29 31
25 29
29 25
24 29
29 24
21 29
30 21
22 30
32 22
17 32
35 17
16 35
35 16
15 35
36 15
14 36
34 14
14 34
39 14
13 39
37 13
12 37
37 12
12 37
36 12
13 36
32 13
17 32
33 17
28 33
27 28
24 27
28 24
25 28
26 25
24 26
26 24
22 26
25 22
31 25
20 31
30 20
18 30
31 18
15 31
31 15
17 31
30 17
15 30
31 15
14 31
30 14
15 30
38 15
11 38
36 11
12 36
30 12
12 30
39 12
6 39
43 6
5 43
49 5
1 49
48 1
1 48
48 1
3 48
47 3
4 47
43 4
2 43
46 2
3 46
47 3
1 47
46 1
1 46
45 1
7 45
42 7
7 42
42 7
5 42
41 5
2 41
41 2
3 41
39 3
2 39
39 2
7 39
40 7
10 40
37 10
7 37
38 7
6 38
40 6
9 40
32 9
9 32
35 9
19 35
29 19
18 29
29 18
23 29
27 23
21 27
28 21
20 28
27 20
17 27
26 17
21 26
25 21
19 25
25 19
17 25
25 17
23 25
24 23
23 24
21 23
24 21
19 24
28 19
12 28
27 12
15 27
29 15
14 29
34 14
16 34
33 16
11 33
27 11
12 27
34 12
3 34
40 3
5 40
38 5
8 38
36 8
10 36
33 10
10 33
27 10
12 27
29 12
16 29
25 16
10 25
28 10
18 28
24 18
18 24
24 18
19 24
23 19
19 23
21 19
19 21
23 19
16 23
26 16
20 26
16 20
26 16
12 26
26 12
11 26
29 11
8 29
35 8
7 35
33 7
6 33
36 6
5 36
42 5
4 42
42 4
1 42
40 1
1 40
41 1
4 41
37 4
1 37
39 1
2 39
34 2
5 34
33 5
7 33
32 7
7 32
28 7
7 28
28 7
8 28
27 8
15 27
23 15
14 23
20 14
14 20
21 14
18 21
17 18
17 17
19 17
15 19
17 15
24 17
11 24
23 11
11 23
24 11
9 24
23 9
8 23
21 8
12 21
22 12
11 22
26 11
7 26
23 7
9 23
25 9
10 25
22 10
9 22
20 9
12 20
17 12
16 17
18 16
14 18
19 14
9 19
22 9
7 22
21 7
10 21
17 10
11 17
18 11
9 18
20 9
7 20
20 7
7 20
24 7
13 24
16 13
10 16
17 10
8 17
18 8
7 18
27 7
5 27
33 5
3 33
32 3
6 32
35 6
1 35
33 1
1 33
32 1
1 32
32 1
6 32
29 6
6 29
26 6
5 26
30 5
4 30
30 4
3 30
29 3
4 29
31 4
1 31
30 1
1 30
32 1
2 32
22 2
6 22
25 6
5 25
18 5
5 18
16 5
7 16
21 7
4 21
24 4
3 24
21 3
6 21
20 6
6 20
19 6
4 19
18 4
3 18
18 3
9 18
15 9
14 15
14 14
8 14
17 8
12 17
8 12
14 8
9 14
15 9
7 15
12 7
11 12
11 11
11 11
9 11
11 9
10 11
8 10
17 8
4 17
17 4
3 17
18 3
6 18
14 6
6 14
15 6
3 15
20 3
2 20
28 2
1 28
24 1
1 24
23 1
1 23
19 1
2 19
16 2
5 16
14 5
3 14
13 3
6 13
9 6
8 9
6 8
10 6
4 10
8 4
11 8
5 11
12 5
3 12
15 3
2 15
18 2
1 18
15 1
1 15
13 1
2 13
10 2
3 10
11 3
7 11
2 7
9 2
5 9
6 5
3 6
2 3
2 2
6 2
1 6
7 1
4 7
5 4
4 5
1 4
3 1
1 3
2 1
1 2
1 1
31 1

Case #91
some beads may be lost

Case #92
48 19
50 48
46 50
40 46
44 40
37 44
41 37
43 41
40 43
46 40
36 46
43 36
35 43
41 35
40 41
42 40
48 42
49 48
47 49
45 47
30 45
30 30
36 30
40 36
48 40
39 48
37 39
39 37
49 39
38 49
47 38
34 47
39 34
32 39
40 32
31 40
39 31
38 39
34 38
38 34
37 38
34 37
35 34
50 35
33 50
43 33
27 43
39 27
33 39
38 33
32 38
50 32
29 50
49 29
28 49
46 28
20 46
30 20
36 30
31 36
37 31
32 37
34 32
44 34
25 44
47 25
17 47
46 17
22 46
43 22
26 43
45 26
14 45
47 14
12 47
32 12
35 32
48 35
24 48
44 24
28 44
50 28
16 50
50 16
21 50
49 21
15 49
43 15
17 43
46 17
23 46
40 23
22 40
40 22
28 40
41 28
19 41
44 19
21 44
40 21
19 40
39 19
22 39
35 22
29 35
25 29
24 25
37 24
28 37
36 28
33 36
42 33
13 42
50 13
11 50
32 11
16 32
28 16
16 28
41 16
15 41
46 15
3 46
49 3
18 49
39 18
26 39
38 26
19 38
34 19
21 34
35 21
33 35
31 33
33 31
19 33
30 19
20 30
25 20
15 25
16 15
33 16
5 33
47 5
1 47
48 1
4 48
30 4
11 30
39 11
14 39
44 14
3 44
40 3
9 40
39 9
27 39
19 27
27 19
36 27
23 36
37 23
14 37
37 14
1 37
48 1
2 48
41 2
10 41
36 10
14 36
10 14
16 10
19 16
12 19
42 12
13 42
34 13
22 34
29 22
4 29
25 4
13 25
35 13
8 35
36 8
3 36
36 3
9 36
42 9
17 42
20 17
26 20
21 26
13 21
21 13
24 21
11 24
28 11
1 28
16 1
17 16
12 17
20 12
26 20
22 26
23 22
9 23
17 9
11 17
27 11
5 27
33 5
8 33
8 8
4 8
21 4
13 21
10 13
15 10
26 15
2 26
27 2
3 27
30 3
18 30
5 18
23 5
3 23
11 3
9 11
20 9
6 20
20 6
6 20
17 6
5 17
20 5
2 20
21 2
7 21
4 7
19 4

Case #93
some beads may be lost

Case #94
some beads may be lost

Case #95
some beads may be lost

Case #96
some beads may be lost

Case #97
44 50
43 44
44 43
46 44
48 46
36 48
46 36
40 46
45 40
41 45
36 41
42 36
43 42
28 43
46 28
27 46
43 27
50 43
38 50
47 38
39 47
45 39
34 45
36 34
48 36
37 48
27 37
40 27
39 40
44 39
26 44
47 26
24 47
44 24
24 44
50 24
19 50
48 19
21 48
47 21
16 47
45 16
18 45
43 18
23 43
40 23
24 40
41 24
26 41
36 26
26 36
37 26
27 37
33 27
27 33
33 27
26 33
46 26
15 46
46 15
14 46
48 14
22 48
41 22
20 41
40 20
19 40
40 19
17 40
50 17
13 50
46 13
32 46
27 32
26 27
27 26
34 27
24 34
34 24
19 34
32 19
10 32
32 10
10 32
40 10
17 40
43 17
1 43
45 1
14 45
41 14
49 41
2 49
48 2
4 48
37 4
25 37
39 25
30 39
24 30
31 24
38 31
15 38
33 15
21 33
28 21
24 28
24 24
36 24
23 36
44 23
29 44
19 29
26 19
19 26
28 19
20 28
44 20
13 44
50 13
9 50
41 9
14 41
28 14
16 28
31 16
18 31
39 18
9 39
40 9
6 40
38 6
22 38
24 22
22 24
23 22
30 23
6 30
39 6
17 39
24 17
20 24
23 20
6 23
41 6
3 41
40 3
13 40
24 13
19 24
20 19
22 20
27 22
21 27
14 21
22 14
17 22
19 17
13 19
24 13
16 24
47 16
12 47
20 12
12 20
47 12
11 47
33 11
11 33
19 11
10 19
19 10
17 19
13 17
21 13
42 21
2 42
39 2
8 39
20 8
14 20
11 14
12 11
26 12
4 26
28 4
9 28
50 9
7 50
29 7
18 29
16 18
8 16
33 8
15 33
13 15
17 13
7 17
11 7
4 11
23 4
5 23
25 5
2 25
20 2
2 20
23 2
3 23
13 3
8 13
12 8
8 12
15 8
10 15
3 10
12 3
21 12
9 21
7 9
21 7
5 21
7 5
8 7
16 8
6 16
2 6
6 2
9 6
3 9
12 3
36 12
1 36
2 1
5 2
50 5

Case #98
some beads may be lost

Case #99
some beads may be lost

Case #100
some beads may be lost

